Applicant_ID,Age,Monthly_Income_LKR,Business_Type,Utility_Bill_Late_Days,Mobile_Reload_Consistency,Digital_Literacy_Score,Community_Group_Member,Existing_Loans,Dependents,Loan_Default
1132,60,67545,1,16,0.5655,94.4,1,1,4,0
1133,36,24919,0,17,0.4608,72.68,1,0,2,0
1134,50,64223,1,12,0.6654,58.82,1,0,1,0
1135,57,53573,1,18,0.6785,79.49,1,1,5,0
1136,34,27824,0,17,0.4088,42.61,0,0,1,0
1137,53,41424,0,15,0.5231,66.54,0,0,2,0
1138,28,42913,3,10,0.6167,78.4,1,0,1,0
1139,43,40257,1,11,0.2264,88.95,1,0,1,0
1140,49,48084,2,17,0.1608,72.28,1,0,3,0
1141,23,28915,0,13,0.3637,84.18,0,1,0,0
1142,27,25994,0,9,0.102,88.54,1,0,2,0
1143,49,49398,1,10,0.3764,47.51,1,0,4,0
1144,49,39825,0,21,0.4467,76.88,1,1,4,0
1145,41,34452,2,11,0.3448,48.08,1,0,0,0
1146,51,26413,3,17,0.3448,64.82,1,1,2,0
1147,32,32466,2,11,0.2309,75.78,1,0,0,0
1148,49,15806,1,17,0.4577,33.53,1,0,2,0
1149,46,43453,1,15,0.2491,66.18,0,0,2,0
1150,60,46190,2,7,0.1,58.45,1,0,4,0
1151,54,51218,1,16,0.3969,49.7,1,1,3,0
1152,22,15000,1,12,0.4748,66.31,0,2,0,0
1153,48,15000,1,12,0.3495,68.08,0,0,3,0
1154,34,24337,1,14,0.1861,78.27,1,0,0,0
1155,24,15000,1,24,0.3528,83.3,0,1,0,0
1156,60,23691,0,17,0.425,52.1,1,1,3,0
1157,27,35519,0,14,0.4023,71.05,1,2,0,0
1158,29,49618,1,11,0.3844,100.0,0,0,1,0
1159,48,28845,0,23,0.445,57.61,1,3,4,1
1160,30,25263,0,11,0.1024,63.15,1,0,2,0
1161,58,44183,1,17,0.2764,56.43,0,0,3,0
1162,54,35716,1,15,0.1935,55.26,0,2,3,1
1163,45,48356,3,11,0.6231,61.61,0,1,2,0
1164,36,46352,0,13,0.5227,100.0,0,1,1,0
1165,53,31770,0,9,0.4072,41.43,1,1,3,0
1166,53,45471,2,6,0.1961,60.31,1,1,1,0
1167,45,57667,0,12,0.5558,51.43,1,0,3,0
1168,33,39135,1,15,0.6058,67.0,0,1,3,0
1169,60,62965,1,13,0.5431,81.94,1,0,4,0
1170,23,41319,0,17,0.398,87.55,0,2,0,1
1171,24,41922,1,28,0.4996,86.63,0,3,0,1
1172,58,64229,1,12,0.5015,43.53,1,0,5,0
1173,38,34974,0,8,0.5263,64.33,0,0,1,0
1174,23,15062,3,10,0.4732,100.0,0,0,1,0
1175,23,22352,1,14,0.3227,88.93,0,0,1,0
1176,49,33583,1,16,0.2849,56.66,0,2,5,1
1177,44,15000,2,9,0.2775,70.51,1,0,2,0
1178,58,44607,2,13,0.4919,59.68,1,0,2,0
1179,53,50162,3,16,0.3745,47.62,0,2,2,1
1180,54,36790,0,24,0.2794,52.55,1,2,3,1
1181,22,17108,2,12,0.3426,100.0,0,1,1,0
1182,40,32089,1,14,0.5463,74.69,1,1,1,0
1183,23,41152,1,21,0.4231,59.78,0,1,0,0
1184,47,34608,0,21,0.3451,71.11,0,3,3,1
1185,53,65149,2,10,0.5109,81.26,1,1,2,0
1186,27,15000,0,13,0.3501,63.93,1,1,0,0
1187,53,65017,0,7,0.1725,54.85,1,0,2,0
1188,25,41861,3,13,0.5092,100.0,0,0,1,0
1189,32,41533,2,19,0.465,76.68,1,1,3,0
1190,38,15000,2,25,0.3399,66.56,0,2,0,1
1191,59,64883,3,10,0.6216,36.85,1,2,4,0
1192,45,37648,3,23,0.5761,81.42,1,3,4,1
1193,26,15000,0,17,0.4573,75.47,0,1,1,0
1194,55,65872,2,13,0.3371,27.62,1,1,3,0
1195,27,45662,0,15,0.2918,56.98,0,2,0,0
1196,43,15000,3,9,0.5051,56.28,0,1,3,0
1197,32,30631,0,16,0.095,58.97,1,0,1,0
1198,37,52828,2,9,0.4097,59.54,1,1,0,0
1199,54,64052,3,13,0.5261,95.98,1,2,4,0
1200,30,38940,0,15,0.1348,88.11,0,0,0,0
1201,27,15000,0,11,0.3727,38.84,1,2,0,0
1202,37,42943,3,8,0.5505,67.58,1,0,1,0
1203,50,39128,0,20,0.175,60.17,0,1,4,1
1204,24,36537,2,16,0.6401,59.9,0,1,0,0
1205,41,39042,1,12,0.2461,76.72,0,1,2,0
1206,57,47701,1,13,0.5055,26.15,1,0,2,0
1207,40,44013,2,19,0.3975,86.46,0,2,1,1
1208,47,37421,0,20,0.404,85.37,1,1,2,0
1209,24,21235,2,9,0.1606,100.0,0,0,0,0
1210,40,26071,3,12,0.5542,44.59,1,1,2,0
1211,41,15000,0,17,0.3864,45.74,0,0,0,0
1212,53,53317,1,15,0.6764,70.92,0,0,2,0
1213,28,15000,0,9,0.1489,94.44,0,0,0,0
1214,54,42588,1,13,0.3793,70.79,1,2,3,0
1215,61,55504,0,13,0.4702,70.55,1,1,4,0
1216,60,19121,0,16,0.3569,72.16,1,1,4,0
1217,39,15000,2,14,0.4375,70.93,0,0,1,0
1218,61,46703,2,7,0.3877,50.28,1,0,4,0
1219,22,26818,0,20,0.6853,62.16,0,3,0,1
1220,32,39160,1,12,0.4039,71.44,1,1,1,0
1221,49,17730,3,13,0.05,58.0,1,2,2,1
1222,46,48749,0,13,0.4345,51.43,1,0,3,0
1223,44,33923,0,13,0.574,65.22,0,0,2,0
1224,52,30752,0,21,0.2384,43.14,0,2,4,1
1225,51,33471,0,12,0.2357,76.85,1,1,4,0
1226,56,59227,1,13,0.322,65.11,1,0,2,0
1227,28,28910,0,7,0.2108,71.2,0,0,0,0
1228,37,32754,0,16,0.31,74.11,0,2,2,0
1229,47,43652,1,17,0.5455,47.79,0,1,1,1
1230,23,34721,1,17,0.6158,67.62,0,1,2,0
1231,22,18543,1,16,0.05,72.35,0,0,0,0
1232,33,29614,2,17,0.3173,71.28,1,0,2,0
1233,26,40272,2,17,0.4461,82.95,1,3,0,1
1234,58,43826,3,15,0.44,57.76,1,0,2,0
1235,53,54072,1,22,0.7202,40.83,1,1,4,0
1236,30,18844,0,16,0.05,74.27,0,2,4,1
1237,56,40961,3,18,0.05,44.63,0,0,3,0
1238,40,32839,0,17,0.6914,17.75,0,0,1,0
1239,37,39729,0,14,0.5123,100.0,0,1,0,0
1240,24,39512,0,14,0.3131,70.37,0,1,2,0
1241,41,36648,0,16,0.4174,57.32,1,1,3,0
1242,45,15902,0,17,0.3762,42.99,0,0,1,0
1243,54,55071,2,16,0.3483,44.04,1,1,1,0
1244,45,75207,2,11,0.5093,66.29,0,1,0,0
1245,32,29630,2,7,0.4273,95.24,1,1,2,0
1246,29,15000,1,17,0.6398,72.98,0,0,1,0
1247,57,50544,1,7,0.5709,52.2,1,1,3,0
1248,59,49554,0,13,0.6848,73.36,1,3,4,0
1249,61,49893,1,13,0.2232,45.92,1,1,4,0
1250,41,49381,3,10,0.3714,70.06,1,1,2,0
1251,56,67874,1,15,0.506,45.76,1,1,4,0
1252,46,49453,3,15,0.1355,91.02,0,2,1,1
1253,56,45204,3,20,0.5903,73.05,0,2,5,1
1254,46,56085,1,6,0.5365,64.11,1,0,2,0
1255,50,19992,0,11,0.2949,53.61,1,0,5,0
1256,39,22859,2,14,0.3296,68.21,0,0,1,0
1257,39,24530,2,14,0.5494,66.78,1,0,1,0
1258,23,20335,1,17,0.2315,58.03,1,0,0,0
1259,56,54801,2,13,0.6311,74.52,1,2,3,0
1260,37,28989,1,12,0.3347,67.49,0,0,2,0
1261,57,34409,0,17,0.4994,83.92,1,1,2,0
1262,54,60222,2,5,0.4636,66.75,1,1,3,0
1263,25,18868,3,16,0.6821,41.67,0,0,0,0
1264,54,47131,2,20,0.2847,39.89,0,2,3,1
1265,35,38666,2,12,0.3107,41.28,1,2,2,1
1266,42,36583,0,14,0.1655,48.25,1,1,1,0
1267,41,35849,2,19,0.2251,43.88,0,0,2,0
1268,29,41057,2,16,0.5096,82.29,1,0,0,0
1269,28,27070,0,17,0.6077,73.17,0,1,0,0
1270,24,34541,2,17,0.5103,92.96,0,0,2,0
1271,38,40970,1,22,0.4016,70.73,0,1,3,0
1272,54,75853,1,15,0.3556,58.38,1,2,4,1
1273,33,34941,2,12,0.5221,100.0,1,0,1,0
1274,43,46369,1,21,0.2736,71.18,0,2,3,1
1275,43,53324,2,12,0.231,67.32,0,0,2,0
1276,51,44154,1,13,0.3641,48.41,0,2,3,0
1277,59,40032,2,11,0.095,36.76,0,0,4,1
1278,59,42487,3,16,0.199,66.21,1,1,5,0
1279,29,18632,0,12,0.6295,86.92,0,0,2,0
1280,48,26545,0,16,0.1313,85.43,1,2,3,1
1281,48,45567,1,11,0.2357,70.94,1,1,2,1
1282,55,36957,0,19,0.4032,51.4,1,0,3,0
1283,42,38922,1,14,0.4159,75.56,1,1,3,0
1284,51,40819,1,10,0.3669,59.68,1,0,2,0
1285,54,44975,2,12,0.1119,71.88,1,1,4,0
1286,49,49940,0,20,0.5521,83.41,0,2,2,0
1287,54,37471,1,15,0.3272,55.62,0,0,4,0
1288,26,32783,0,11,0.565,100.0,1,0,0,0
1289,40,57909,3,12,0.348,89.22,1,0,1,0
1290,25,27546,0,17,0.5162,80.62,1,1,2,0
1291,56,35468,0,10,0.5831,66.41,0,0,4,0
1292,38,23574,1,8,0.2889,74.14,0,0,3,0
1293,49,37876,2,15,0.5268,62.52,1,0,2,0
1294,51,34276,1,11,0.1864,88.92,1,0,3,0
1295,50,27532,2,21,0.4084,68.12,0,3,4,1
1296,27,26316,3,15,0.5491,66.02,0,0,1,0
1297,56,43882,3,15,0.4875,41.77,1,1,4,0
1298,58,51645,1,13,0.79,41.56,1,1,5,0
1299,45,56195,2,12,0.5266,74.56,1,1,1,0
1300,50,38854,0,9,0.3423,56.36,1,0,3,0
1301,52,26218,0,13,0.7917,63.62,0,1,1,0
1302,56,41216,2,19,0.6481,70.97,1,2,2,1
1303,54,57156,1,18,0.2025,90.55,0,0,4,0
1304,42,46151,2,18,0.2978,63.84,1,0,1,0
1305,53,52579,3,13,0.2757,39.33,1,0,4,0
1306,44,28229,0,19,0.4674,92.11,0,0,4,0
1307,54,56878,1,11,0.5279,38.23,1,0,3,0
1308,24,36253,0,10,0.4752,59.58,0,1,1,0
1309,39,23168,0,22,0.1134,95.21,1,0,2,0
1310,46,38576,2,17,0.3007,80.65,0,1,1,1
1311,52,74306,2,7,0.4634,70.7,0,1,2,0
1312,24,15000,0,22,0.0642,79.15,1,1,0,1
1313,61,25623,1,13,0.2333,47.77,1,1,3,1
1314,45,59143,3,10,0.6513,57.75,1,0,3,0
1315,53,61849,2,20,0.2215,57.14,0,2,3,1
1316,43,29945,0,21,0.5932,65.48,1,1,2,0
1317,44,35905,0,11,0.5534,45.37,1,1,1,0
1318,23,15000,0,24,0.2939,68.4,0,2,1,1
1319,48,42134,1,16,0.308,31.73,1,0,2,0
1320,23,38288,2,10,0.5205,84.2,0,0,2,0
1321,47,31860,0,14,0.2615,64.36,0,1,3,1
1322,38,45956,1,21,0.3042,98.47,0,1,0,0
1323,61,58155,3,10,0.4418,60.25,1,2,4,0
1324,54,54267,3,24,0.1161,51.49,0,3,2,1
1325,30,19135,0,17,0.1303,72.51,1,0,1,0
1326,60,45080,3,15,0.3654,61.41,1,0,4,0
1327,50,15000,1,15,0.4089,62.51,1,0,3,0
1328,47,31499,1,21,0.2585,71.82,0,0,2,0
1329,56,64652,1,22,0.432,64.92,1,1,3,0
1330,46,25260,1,13,0.1211,59.54,0,1,1,0
1331,45,26695,0,18,0.5066,56.23,0,1,3,1
1332,34,39202,2,21,0.431,65.48,1,0,1,0
1333,28,30841,3,10,0.4234,64.41,0,0,0,0
1334,57,58347,0,13,0.5191,41.6,1,0,3,0
1335,41,17751,1,22,0.3561,94.15,0,2,1,1
1336,22,58460,3,4,0.3736,87.72,1,0,0,0
1337,29,15000,0,22,0.5069,73.57,0,2,1,1
1338,37,34313,0,11,0.4093,63.99,0,1,0,0
1339,35,28020,2,16,0.3452,78.84,0,1,0,0
1340,33,15000,1,19,0.3362,90.75,0,0,2,0
1341,44,32046,0,6,0.3756,76.45,1,1,2,0
1342,36,31549,2,19,0.3525,85.78,1,1,1,0
1343,49,31850,1,24,0.4465,52.79,1,1,1,0
1344,55,60458,0,10,0.3108,59.58,0,0,4,0
1345,23,18375,1,18,0.2165,72.44,0,1,0,0
1346,53,24680,1,21,0.4456,59.27,0,1,3,0
1347,44,16208,0,8,0.3187,83.11,0,0,0,0
1348,43,45892,1,16,0.5604,74.38,0,0,3,0
1349,46,16898,3,24,0.4036,86.89,1,3,4,1
1350,43,41546,3,15,0.321,63.03,0,0,3,0
1351,43,43469,3,13,0.4949,55.44,1,0,1,0
1352,27,15000,1,10,0.5171,85.18,0,0,1,0
1353,36,44561,0,20,0.4784,75.04,0,1,1,0
1354,58,23033,0,14,0.4574,58.34,1,0,2,0
1355,54,50046,1,11,0.3993,62.0,0,1,3,0
1356,29,24987,3,12,0.5114,69.63,0,0,0,0
1357,26,21415,0,15,0.2664,81.88,1,0,0,0
1358,60,32731,0,9,0.4326,67.47,0,1,5,0
1359,25,15000,0,14,0.7229,95.24,0,0,2,0
1360,27,48282,1,17,0.5015,73.49,1,3,0,1
1361,53,63027,0,17,0.3945,64.97,1,0,2,0
1362,51,54331,2,5,0.3723,84.39,1,0,3,0
1363,56,61297,0,16,0.4425,51.91,1,0,3,0
1364,61,63890,3,17,0.5874,45.45,0,0,4,0
1365,37,27149,0,12,0.3897,82.63,1,3,2,0
1366,34,30314,0,11,0.2785,82.72,0,2,2,1
1367,51,21112,0,21,0.2552,46.36,1,0,4,0
1368,40,33054,3,12,0.4054,47.91,0,1,3,0
1369,38,50551,2,27,0.4327,75.43,1,1,0,1
1370,40,24489,0,7,0.4295,61.77,1,0,3,0
1371,49,56947,2,13,0.58,38.83,1,0,2,0
1372,47,41373,0,17,0.8125,53.83,1,2,3,0
1373,58,28019,0,19,0.1507,63.04,0,3,3,1
1374,47,23390,3,22,0.4615,60.07,1,3,2,1
1375,44,51389,3,17,0.4432,91.03,0,1,3,0
1376,30,34687,3,15,0.11,45.76,1,1,0,1
1377,33,30326,0,9,0.5632,94.3,0,0,2,0
1378,22,15889,1,18,0.4029,76.43,0,0,1,0
1379,22,23158,0,16,0.4779,74.99,1,0,0,0
1380,55,59604,1,14,0.1941,36.29,0,1,3,0
1381,53,66937,1,16,0.4343,68.87,1,1,2,0
1382,46,62055,1,19,0.2933,39.6,0,2,3,1
1383,61,56779,3,13,0.7664,66.75,1,2,4,0
1384,22,17421,2,20,0.5152,59.04,0,2,0,1
1385,37,34193,0,17,0.2833,51.08,1,3,1,1
1386,60,58231,2,15,0.2151,37.55,1,0,4,0
1387,26,30971,1,15,0.4065,69.16,1,1,0,0
1388,43,56419,3,17,0.6049,82.97,1,1,1,0
1389,50,74136,1,10,0.2251,87.57,1,0,3,0
1390,24,18521,1,23,0.2065,71.06,0,3,0,1
1391,33,61138,0,12,0.287,76.62,0,2,1,0
1392,47,57583,3,12,0.574,73.11,0,0,2,0
1393,37,30487,3,17,0.3207,66.11,0,0,2,0
1394,58,71278,0,15,0.429,65.09,1,1,4,0
1395,43,62084,2,15,0.4814,69.35,1,1,3,0
1396,50,35495,0,24,0.257,57.35,1,2,3,1
1397,35,56383,0,16,0.2244,53.94,0,0,1,0
1398,49,57726,2,16,0.6498,66.41,1,0,2,0
1399,26,58728,2,15,0.6662,97.05,1,0,1,0
1400,51,36839,0,16,0.419,48.81,1,0,3,0
1401,26,17898,2,21,0.3826,49.07,0,0,0,0
1402,33,15000,0,17,0.5267,67.91,0,2,1,1
1403,37,40567,0,17,0.4249,94.7,1,0,1,0
1404,47,45628,2,14,0.3512,82.74,1,0,2,0
1405,47,31555,2,12,0.3848,54.45,0,0,4,0
1406,42,34772,2,13,0.5959,74.31,0,0,1,0
1407,60,30731,3,18,0.3848,61.88,1,2,3,1
1408,57,65976,2,10,0.3645,80.95,1,1,5,0
1409,54,38254,1,19,0.4177,34.97,1,1,3,0
1410,51,89610,0,10,0.6225,49.73,1,0,2,0
1411,58,46165,1,13,0.4959,25.67,1,0,5,0
1412,44,26205,0,21,0.4484,54.84,1,1,1,0
1413,31,21015,0,14,0.2285,90.9,0,0,2,0
1414,26,15000,2,24,0.453,69.9,0,2,0,1
1415,57,55234,2,10,0.4424,37.9,1,0,4,0
1416,55,40101,3,11,0.2935,61.01,1,1,4,0
1417,52,60968,3,11,0.5667,65.88,1,0,2,0
1418,31,23078,0,5,0.2896,59.85,0,1,2,1
1419,40,55166,3,20,0.2018,63.53,1,2,1,0
1420,53,56161,2,10,0.2903,63.07,1,1,4,0
1421,22,20428,3,14,0.3238,93.23,0,1,1,0
1422,26,46903,2,22,0.504,71.76,0,3,2,1
1423,25,36684,0,16,0.2621,69.37,0,1,0,0
1424,37,76193,2,9,0.4544,100.0,1,0,2,0
1425,45,32258,0,5,0.1982,60.72,1,0,2,0
1426,37,33149,0,21,0.5302,75.06,0,1,4,1
1427,23,44330,1,18,0.6684,93.36,1,1,1,0
1428,49,18446,1,22,0.5875,33.44,1,0,3,0
1429,53,64554,2,9,0.6061,61.38,1,0,3,0
1430,48,47389,1,13,0.5478,39.25,0,3,3,1
1431,41,21876,1,18,0.05,65.03,1,0,2,0
1432,45,17954,3,13,0.3715,83.99,1,0,2,0
1433,33,18712,0,17,0.2724,58.09,1,0,1,0
1434,56,15000,2,25,0.4696,29.3,0,2,3,1
1435,54,38256,2,15,0.05,86.54,1,0,2,0
1436,54,54938,1,15,0.4663,42.69,1,1,4,0
1437,58,41655,3,14,0.372,32.89,1,0,3,0
1438,33,49624,3,8,0.5918,100.0,0,1,0,0
1439,24,46499,0,21,0.6484,65.25,0,2,0,1
1440,22,39134,2,18,0.2585,100.0,0,0,0,0
1441,54,49059,1,17,0.2901,63.42,1,1,3,0
1442,61,16329,3,8,0.3754,69.69,0,0,3,0
1443,31,16644,0,14,0.6017,77.26,1,0,1,0
1444,50,40269,2,23,0.4097,77.82,1,2,3,1
1445,34,16191,1,12,0.1486,58.24,1,0,2,0
1446,33,26707,0,20,0.2759,64.67,0,1,2,0
1447,52,68151,0,12,0.5008,31.08,0,0,3,0
1448,23,15000,0,17,0.3735,95.28,0,0,0,0
1449,56,74375,1,10,0.3803,66.53,1,0,4,0
1450,44,50870,1,15,0.3333,52.38,1,1,2,0
1451,38,36823,3,17,0.2448,44.65,1,1,3,0
1452,47,29295,0,11,0.5444,67.16,1,1,4,0
1453,29,15000,2,15,0.2123,100.0,1,0,1,0
1454,50,18006,2,3,0.2753,57.33,0,0,2,0
1455,47,65751,2,11,0.3904,56.7,1,1,3,0
1456,31,50264,1,19,0.1848,63.77,0,2,2,1
1457,47,18905,2,19,0.2178,80.63,1,0,1,0
1458,55,38110,1,17,0.5795,45.72,0,1,5,0
1459,28,31297,1,8,0.1968,72.76,1,0,0,0
1460,25,17907,1,20,0.2002,95.02,1,1,1,0
1461,32,15000,2,14,0.1376,83.06,1,2,2,1
1462,50,32533,0,20,0.3677,55.86,1,2,3,1
1463,57,77265,2,9,0.776,49.24,1,1,3,0
1464,46,30350,1,10,0.356,85.82,0,0,3,0
1465,42,33547,2,13,0.3939,50.61,0,2,4,0
1466,57,30822,3,16,0.2577,51.93,1,1,3,1
1467,31,36016,0,12,0.3808,53.81,0,0,0,0
1468,58,50527,0,17,0.6107,74.09,0,1,3,0
1469,30,15269,0,18,0.3596,68.0,0,2,0,1
1470,45,18830,0,12,0.6668,52.99,1,2,3,1
1471,56,68268,1,13,0.6596,69.55,1,0,3,0
1472,56,23116,0,9,0.3448,33.73,1,1,3,0
1473,57,55557,3,13,0.423,67.09,1,2,4,0
1474,39,15000,0,13,0.5821,62.49,1,0,1,0
1475,60,61008,1,12,0.4731,37.62,1,1,5,1
1476,53,59354,1,7,0.6597,46.28,0,1,2,0
1477,45,54821,3,18,0.7375,56.82,1,0,3,0
